"Collection Name","Content Note","Title#1","Title Type#1","Name#1","Name Role Term Text#1","Name URI#1","Name#2","Name Role Term Text#2","Name URI#2","Name#3","Name Role Term Text#3","Name URI#3","Name#4","Name Role Term Text#4","Name URI#4","Name#5","Name Role Term Text#5","Name URI#5","Name#6","Name Role Term Text#6","Name URI#6","Name#7","Name URI#7","Name#8","Name URI#8","Name#9","Name URI#9","Resource Type#1","Resource Type URI#1","Genre#1","Genre URI#1","Genre#2","Genre URI#2","Place Created#1","Publisher#1","Date Issued#1","Date Created#1","Publisher#2","Date Issued#2","Language Term#1","Language Term URI#1","Language Term Type#1","Form#1","Form URI#1","Extent#1","Abstract#1","Table of Contents#1","Note#1","Subject Topic#1","Subject Topic URI#1","Subject Topic#2","Subject Topic URI#2","Subject Topic#3","Subject Topic URI#3","Subject Topic#4","Subject Topic URI#4","Subject Topic#5","Subject Topic URI#5","Subject Topic#6","Subject Topic URI#6","Subject Name#1","Subject Name URI#1","Subject Name#10","Subject Name URI#10","Subject Name#11","Subject Name URI#11","Subject Name#12","Subject Name URI#12","Subject Name#13","Subject Name URI#13","Subject Name#14","Subject Name URI#14","Subject Name#15","Subject Name URI#15","Subject Name#2","Subject Name URI#2","Subject Name#3","Subject Name URI#3","Subject Name#4","Subject Name URI#4","Subject Name#5","Subject Name URI#5","Subject Name#6","Subject Name URI#6","Subject Name#7","Subject Name URI#7","Subject Name#8","Subject Name URI#8","Subject Name#9","Subject Name URI#9","Subject Geographic#1","Subject Geographic URI#1","Subject Geographic#2","Subject Geographic URI#2","Subject Geographic#3","Subject Geographic URI#3","Subject Temporal#1","Subject Temporal URI#1","Subject Title#1","Subject Title URI#1","Subject Title#2","Subject Title URI#2","Identifier#1","Identifier ARK#1","Physical Location#1","Shelf Locator#1","Date Captured#1","Internet Media Type#1","Internet Media Type URI#1","Digital Origin#1","Access Condition#1","Access Condition URI#1","ln_RECORDID","ln_MEDIAID","ln_RECORD_BATCHID","lnexp_MEDIAFILENAME"
"Boulder Gay Liberation Collection","","A letter from Stanley Hohnholz about coming out and joining the Boulder Gay Liberation Front","Devised","Hohnholz, Stan","author","http://id.loc.gov/authorities/names/no2023067290","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Autobiographies","http://id.loc.gov/authorities/genreForms/gf2014026047","","","","","","Undated","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","drafts (documents)","http://vocab.getty.edu/page/aat/300026931","2 unnumbered pages","A handwritten document briefly describing an anonymous person's experience coming out and then getting involved with the Boulder Gay Liberation Front.","","","Coming out","https://homosaurus.org/v3/homoit0000295","LGBTQ+ clubs","https://homosaurus.org/v3/homoit0000836","LGBTQ+ movement","https://homosaurus.org/v3/homoit0001026","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_17_03.pdf","https://ark.colorado.edu/ark:/47540/85171h2484qs","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 17","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","126","1254352","5343","narv_BGL_COU193_01_17_03.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Gay Dance party","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","1975-12-06","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster advertising the Gay Dance at the Hidden Valley Ranch. The dance is hosted by the Boulder Gay Liberation Front. The event features a ""Disco Bar with Mother Carl"" with an intermission show from ""Tracy and guests from Denver.""","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","Disco dancing","http://id.loc.gov/authorities/subjects/sh85038336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_05.pdf","https://ark.colorado.edu/ark:/47540/bj4t5q4534rg","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","95","1254318","5343","narv_BGL_COU193_01_15_05.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Gay Dance party","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","[1970s]","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster advertising the Gay Dance at the Hidden Valley Ranch. The dance is hosted by the Boulder Gay Liberation Front. The live music at the dance is provided by a group called Raw Honey.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","","","","","","","","","Raw Honey (Musical group)","http://id.loc.gov/authorities/names/no98051221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_11.pdf","https://ark.colorado.edu/ark:/47540/g00x4k68q7r3","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","101","1254306","5343","narv_BGL_COU193_01_15_11.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Gay Dance party","Devised","Boulder Gay Liberation Front","creator","local","Slushfund, H. B.","creator","local","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","[1970s]","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster advertising the Gay Dance at the Hidden Valley Ranch. The dance is hosted by the Boulder Gay Liberation Front. The live music at the dance is provided by All Women's Band, Raw Honey, and Lily Rose. The poster depicts the lambda letter on stage with people watching in the crowd.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","","","","","","","","","Raw Honey (Musical group)","http://id.loc.gov/authorities/names/no98051221","","","","","","","","","","","","","Lily Rose (Musical group)","local","All Women's Band (Musical group)","local","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_15.pdf","https://ark.colorado.edu/ark:/47540/hz777644v18n","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","105","1254298","5343","narv_BGL_COU193_01_15_15.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Gay Dance party","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","Undated","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster advertising the Gay Dance at the Hidden Valley Ranch. The dance is hosted by the Boulder Gay Liberation Front. TThe live music at the dance is provided by Raw Honey.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","","","","","","","","","Raw Honey (Musical group)","http://id.loc.gov/authorities/names/no98051221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_24.pdf","https://ark.colorado.edu/ark:/47540/bg4k895404r3","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","114","1254280","5343","narv_BGL_COU193_01_15_24.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Halloween Dance","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","1977-10","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster for the Boulder Gay Liberation Front's Halloween Dance at Hidden Valley Ranch. The poster depicts an ink drawing of a skeleton leaning on a tombstone in a graveyard.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","Halloween costumes","http://id.loc.gov/authorities/subjects/sh00002226","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_12.pdf","https://ark.colorado.edu/ark:/47540/pq086532r3pg","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","102","1254304","5343","narv_BGL_COU193_01_15_12.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Harvest Moon Ball","Devised","Boulder Gay Liberation Front","creator","local","Lesbian Caucus","creator","local","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","1982-10-02","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster advertising the Harvest Moon Ball at Eldorado Springs Resort. The dance is hosted by the Boulder Gay Liberation Front and Lesbian Caucus. The live music at the dance is provided by Jay Klausenstock.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","Balls (Parties)","http://id.loc.gov/authorities/subjects/sh85011340","","","","","","","Klausenstock, Jay","local","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_23.pdf","https://ark.colorado.edu/ark:/47540/8v0j0s42k32x","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","113","1254282","5343","narv_BGL_COU193_01_15_23.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Hidden Valley Dance","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","1976","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster for the Boulder Gay Liberation Front's Hidden Valley Dance. The poster is designed to look like a jack of hearts playing card.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_03.pdf","https://ark.colorado.edu/ark:/47540/4q9k6044z0c1","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","93","1254322","5343","narv_BGL_COU193_01_15_03.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Hidden Valley Dance","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","[1970s]","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster for the Boulder Gay Liberation Front's Hidden Valley Dance. There is an ink drawing depicting the front gate of a ranch. The live music at the dance is provided by a group called Raw Honey.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","","","","","","","","","Raw Honey (Musical group)","http://id.loc.gov/authorities/names/no98051221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_08.pdf","https://ark.colorado.edu/ark:/47540/n54g3983x59m","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","98","1254312","5343","narv_BGL_COU193_01_15_08.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Hidden Valley Dance","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","[1970s]","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster for the Boulder Gay Liberation Front's Hidden Valley Dance. There is an ink drawing depicting the front gate of a ranch.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_09.pdf","https://ark.colorado.edu/ark:/47540/x7103z92r3zm","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","99","1254310","5343","narv_BGL_COU193_01_15_09.pdf"
"Boulder Gay Liberation Collection","","Poster for the Boulder Gay Liberation Front's Midsummer Night's Boogie","Devised","Boulder Gay Liberation Front","creator","local","","","","","","","","","","","","","","","","","","","","","","Manuscript","http://id.loc.gov/vocabulary/resourceTypes/man","Fliers (Ephemera)","http://id.loc.gov/authorities/genreForms/gf2017026133","","","","","","[1970s]","","","English","http://id.loc.gov/vocabulary/iso639-2/eng","eng","Posters","http://id.loc.gov/authorities/genreForms/gf2014026152","1 unnumbered page","Poster for the Boulder Gay Liberation Front's Midsummer Night's Boogie at Hidden Valley Ranch. The live music at the dance is provided by a group called Raw Honey.","","","LGBTQ+ events","https://homosaurus.org/v3/homoit0000861","Dance parties","http://id.worldcat.org/fast/887556","","","","","","","","","Raw Honey (Musical group)","http://id.loc.gov/authorities/names/no98051221","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","narv_BGL_COU193_01_15_10.pdf","https://ark.colorado.edu/ark:/47540/1r6g7x47x4bq","University of Colorado Boulder Libraries Rare and Distinctive Collections","COU: 193 | box 1 | folder 15","2024","application/pdf","https://www.iana.org/assignments/media-types/application/pdf","reformatted digital","This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. For other uses you need to obtain permission from the rights-holder(s).","http://rightsstatements.org/vocab/InC/1.0/","100","1254308","5343","narv_BGL_COU193_01_15_10.pdf"
